item_code,item,unit,item_group,item_category,2022-05-09,2022-05-11,2022-05-13,2022-05-16,2022-05-20,2022-05-23,2022-05-25,2022-05-27,2022-05-30
1996,PELEMBUT PAKAIAN - SOFTLAN (FLORAL FANTASY),1 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,5.5,5.893103448275863,,,
1998,PENCUCI PELBAGAI GUNA DETTOL (LAVENDER),2.5 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,16.65,,,
1999,PENCUCI PELBAGAI GUNA MR MUSCLE (LAVENDER),2 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,12.711764705882352,,,
2000,PENCUCI PELBAGAI GUNA AJAX FABULOSO (LAVENDER),2 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,12.95,13.914725274725274,14.9,,
2001,DUMEX DUPRO 2 (RUMUSAN SUSULAN),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,26.18886597938144,,26.398749999999996,26.011627906976745,25.7,26.237628865979385,,26.818125000000002,26.134719101123594
2002,PELUNTUR CLOROX (ORIGINAL),1 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,4.709714285714286,,,
2003,BIHUN KERING IMPORT (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,BIHUN,4.41,,4.42,,,4.41,,4.5,4.3875
2008,SUSU TEPUNG PENUH KRIM SEGERA NESPRAY,480 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,19.4984126984127,,19.69411764705882,19.378260869565217,,19.779824561403505,,20.419999999999998,19.776041666666668
2009,DUTCH LADY 123 (BIASA),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,24.421621621621618,,24.82828125,24.16468085106383,22.595,24.722363636363635,,26.449375,24.382065217391304
2010,DUTCH LADY 456 (BIASA),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,24.450540540540537,,24.767258064516128,24.165333333333333,22.595,24.531028037383177,,26.077857142857145,24.279393939393938
