item_code,item,unit,item_group,item_category,2024-10-02,2024-10-09,2024-10-16,2024-10-23,2024-10-30
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,32.0,,
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,3.5,3.5,3.5
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.0,13.5,13.966666666666667,14.333333333333334,14.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.433333333333334,4.9,5.15,4.779999999999999,4.725
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,12.0,12.0,11.0,11.0,11.0
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,8.9,8.9,9.6,9.6,10.9
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.2,4.36,4.36,4.3,3.9333333333333336
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,37.0,37.0,37.0,37.0,36.5
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,37.666666666666664,37.666666666666664,37.666666666666664,37.666666666666664,36.5
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.64,4.625,4.166666666666667,4.9,5.0
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,4.45,3.8,3.8333333333333335,3.5,3.75
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.05,3.55,4.05,4.566666666666666,5.0
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.779999999999999,4.736363636363636,4.622222222222223,4.85,4.83
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,31.0,,
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.75,15.2,15.0,15.4,14.333333333333334
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,16.0,16.0,16.0,17.25,17.5
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.833333333333334,12.875,13.033333333333333,12.84,13.214285714285714
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.422222222222222,11.555555555555555,11.088888888888889,11.33,10.8125
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.2,4.916666666666667,4.95,4.8,5.0
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,8.0,7.5,7.5,7.5,7.5
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.0,6.0,5.75,5.5,5.5
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,30.916666666666668,30.285714285714285,30.5625,30.785714285714285,30.714285714285715
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,10.857142857142858,11.0,11.142857142857142,11.12857142857143,11.78
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,15.0,15.0,16.0,16.0,16.0
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,10.333333333333334,10.5,10.333333333333334,10.333333333333334,10.333333333333334
