item_code,item,unit,item_group,item_category,2022-07-04,2022-07-05,2022-07-07,2022-07-08,2022-07-11,2022-07-18,2022-07-25,2022-07-26,2022-07-27,2022-07-29
367,SERBUK KUNYIT BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),141.0,0.0,56.0,76.0,11.0,142.0,142.0,0.0,1.0,1.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,143.0,1.0,54.0,80.0,12.0,146.0,149.0,0.0,0.0,2.0
388,KRIMER MANIS CAP JUNJUNG,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,53.0,0.0,2.0,45.0,2.0,51.0,54.0,0.0,0.0,1.0
716,CILI API/PADI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.0,0.0,0.0,10.0,0.0,11.0,9.0,0.0,0.0,1.0
843,ANMUM LACTA (BIASA),650g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,22.0,0.0,13.0,9.0,0.0,19.0,19.0,0.0,0.0,1.0
845,SOTONG (≥ 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,19.0,0.0,7.0,8.0,4.0,19.0,21.0,0.0,0.0,2.0
847,KETAM RENJONG/BUNGA (ANTARA 5 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,5.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0
849,UDANG PUTIH KECIL (b	% 61 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,5.0,0.0,0.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0
850,UDANG HARIMAU (ANTARA 20 HINGGA 30 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
861,UBI KENTANG HOLLAND,1kg,BARANGAN KERING,UBI KENTANG,22.0,1.0,0.0,14.0,7.0,22.0,22.0,0.0,0.0,0.0
863,JINTAN MANIS (KASAR),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),25.0,0.0,9.0,11.0,5.0,24.0,24.0,0.0,0.0,0.0
864,BUNGA CENGKIH,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),20.0,0.0,7.0,10.0,3.0,19.0,20.0,0.0,0.0,1.0
865,BUNGA LAWANG,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),26.0,0.0,8.0,11.0,5.0,26.0,25.0,0.0,0.0,1.0
